formula,space group,piezoelectric modulus (C/m^2),density (g/cm^3),band gap (eV)
Ba4I6O-mp-29909,P6_3mc,0.1712,4.8131,3.9881
BaZr(SiO3)3-mp-1214228,P-6c2,0.1708,3.6368,4.6595
NaMg4(AsO4)3-mp-17771,I-42d,0.1706,3.8336,3.2139
FePO4-mp-766442,Pca2_1,0.1705,2.5436,2.7283
H4N2O3-mp-625686,Pna2_1,0.1705,1.6565,4.7875
ReH3O5-mp-626799,P1,0.1704,4.0669,3.8868
Mn4Be3Si3SeO12-mp-18554,P-43n,0.1703,3.3196,2.9517
CsSrSiHO4-mp-995215,P2_1,0.1702,4.126,3.9552
BeH8SO8-mp-23996,I-4c2,0.1702,1.6629,5.587
Eu4Cl6O-mp-28546,P6_3mc,0.1701,4.9506,0.9888
Li5Fe(SiO4)2-mp-753710,C2,0.1699,2.6321,2.4664
FePO4-mp-766460,Pca2_1,0.1698,2.5633,2.7587
LiMnGaF6-mp-504460,P321,0.1696,3.7885,3.7834
PrN-mp-1009639,F-43m,0.1695,5.9691,1.7765
LiMgP-mp-36111,F-43m,0.1694,1.8977,1.5647
RbSb-mp-7444,P2_12_12_1,0.1693,3.8187,0.5423
Sr4MgCr2(SO3)2-mvc-16044,P-4m2,0.1692,4.2784,1.9095
LiFePO4-mp-765588,P2_13,0.1691,2.7822,3.4598
K2SbSO4F3-mp-554643,P2_12_12_1,0.1689,3.0685,4.5798
Na2MgSiO4-mp-6426,Pna2_1,0.1688,2.5592,3.7692
KP(HO2)2-mp-23959,Fdd2,0.1687,2.2212,5.4404
LiAlSiO4-mp-18220,R3,0.1687,2.5637,5.0581
BeTe-mp-252,F-43m,0.1684,4.9851,2.2113
HgIBr-mp-570172,Cmc2_1,0.1684,5.1005,2.619
ZrCl2-mp-23162,R3m,0.1678,3.856,0.8614
Sr(LaSe2)2-mp-33569,I-42d,0.1669,5.8604,1.8829
KNO2-mp-34857,Cm,0.1664,1.8143,2.5009
Ag2HgI4-mp-23485,I-4,0.1662,5.4568,1.456
Ga2TeS2-mp-27255,I4_1md,0.166,4.0838,1.2007
Ca2B2O5-mp-1019560,P2_12_12_1,0.166,2.7073,4.7106
SbIrS-mp-9270,Pca2_1,0.1659,10.0902,1.3185
KNO3-mp-675625,P1,0.1656,1.8749,3.0749
Li6MnFeP2(CO7)2-mp-757146,Pm,0.1656,2.7407,3.6316
CuH4Pb2(ClO2)2-mp-643378,P4mm,0.1655,5.1734,0.2454
Lu2Cu2O5-mp-15335,Pna2_1,0.1654,8.1285,0.4875
BaGaF5-mp-541629,P2_12_12_1,0.1651,4.8215,5.7638
Rb2CrBrCl3-mp-1219758,Aea2,0.1647,3.1281,0.3413
HoAgSe2-mp-12955,P2_12_12_1,0.1647,7.1327,1.6778
K2Hg3(GeS4)2-mp-17792,Aea2,0.1646,4.2857,1.5622
Mn(GaS2)2-mp-20025,I-4,0.1644,3.4597,1.1954
LiH3CO3-mp-556503,Pna2_1,0.1642,1.4379,5.2446
Li4Al3Ge3BrO12-mp-554733,P-43n,0.164,2.9455,3.6063
GaSb-mp-1156,F-43m,0.1633,5.2877,0.3655
Mn(InTe2)2-mp-675577,I-42m,0.1631,5.2723,0.1194
Nb3SBr7-mp-29057,P3m1,0.1626,4.6359,0.7444
Rb2SnO2-mp-27931,P2_12_12_1,0.1624,4.1518,2.2261
VCu3Se4-mp-21855,P-43m,0.1623,5.1305,0.9895
SiO2-mp-561291,P-4c2,0.1623,2.2507,5.241
Li2NiBO4-mp-754059,C222_1,0.1622,3.2268,1.3028
NaNO2-mp-2964,Imm2,0.1616,2.05,2.4755
Cu2HgGeSe4-mp-12855,I-42m,0.1615,6.1783,0.1221
SrP-mp-7931,P-62m,0.1614,3.4366,0.7473
LiFe2F6-mp-557403,P4_2nm,0.1614,3.6266,1.8873
CsClO3-mp-754202,Pmn2_1,0.1612,3.3948,5.4663
RbHF2-mp-677103,Ima2,0.1611,3.1566,6.6749
Li2MnF4-mp-778554,Pc,0.1609,2.9148,3.8589
KHS-mp-38011,R3m,0.1609,1.6866,3.2297
GaN5O14-mp-557954,I-4,0.1609,2.131,1.1668
Tl2S5-mp-30520,P2_12_12_1,0.1609,4.618,1.698
LiB13C2-mp-638070,Imm2,0.1609,2.304,2.7103
Ba2ZnGe2S6O-mp-17244,P-42_1m,0.1605,3.7156,2.7369
H3N-mp-29145,P2_13,0.1603,0.8446,4.3412
TiSnPt-mp-30847,F-43m,0.1602,9.9258,0.831
CsLiZnS2-mp-1225887,I-4m2,0.1599,3.7523,2.5021
LiAgF2-mp-752767,C2,0.1597,4.9906,1.8451
Mn(PbO2)2-mp-21823,P-42_1c,0.1594,7.8882,0.7675
H6CN3ClO-mp-23909,P2_12_12_1,0.1594,1.5079,5.1998
KAl(SO4)2-mp-669367,P321,0.1593,2.509,5.5165
Cd(InSe2)2-mp-568661,I-42m,0.1593,5.1806,1.2261
SbIrSe-mp-1095507,P2_13,0.1592,10.5838,1.2712
K2Hg3(GeS4)2-mp-11131,C2,0.1591,4.2757,2.0282
Zn(InSe2)2-mp-34169,I-42m,0.1591,5.0939,1.3264
KNaSnF6-mp-555076,Pna2_1,0.1589,3.2225,5.1831
Cu2HgI4-mp-568598,P-42m,0.1585,5.6904,0.3983
Zn4B6O13-mp-4812,I-43m,0.1584,4.124,3.6688
BaSn(GeO3)3-mp-540635,P-6c2,0.1584,4.6233,2.7904
AgI-mp-22925,F-43m,0.1584,5.3244,1.7236
In2Se3-mp-612740,P6_1,0.1583,5.0378,0.9938
BaCuPClO4-mp-556604,P2_12_12_1,0.1581,4.2305,0.4688
MgAs4-mp-7623,P4_12_12,0.1578,4.4608,0.8373
BiIrSe-mp-1103228,P2_13,0.1577,12.2337,0.6862
Na2PtS2-mp-10246,Cmc2_1,0.1573,4.8996,1.3934
K2Zn(SiO3)2-mp-555318,C222_1,0.157,3.0006,3.9449
Rb7NbAs4-mp-18440,Pmn2_1,0.1569,3.596,0.7916
Hf(PS3)2-mp-14444,Fdd2,0.1562,2.7429,2.3279
Ho2Cu2O5-mp-5029,Pna2_1,0.1559,7.4611,0.4991
TeF4-mp-561664,P2_12_12_1,0.1558,3.9639,4.0184
Cs2KZrOF5-mp-40143,I4mm,0.1558,3.9629,4.8767
Al3BN4-mp-1019380,P-43m,0.1557,3.268,3.6069
K3HPtS2(ClO3)2-mp-706983,Cmc2_1,0.1554,3.1015,3.088
CdSiP2-mp-4666,I-42d,0.1554,3.8696,1.4257
SiO2-mp-546794,I-42d,0.1552,2.1169,5.851
WOF3-mp-753398,P2_12_12_1,0.1551,5.8507,2.3593
Na10CaSn12-mp-30252,I-43m,0.155,3.894,0.761
Na2TiTeO6-mp-1221267,R3,0.1549,4.0653,2.4639
Rb2V(PO4)2-mp-19481,P2_12_12_1,0.1549,3.1111,2.9534
MgTe-mp-13033,F-43m,0.1548,3.6527,2.3181
RbLiCrO4-mp-19251,P6_3,0.1546,2.8333,2.9924
Na4Ga3Si3B(HO3)4-mp-534870,P-43n,0.1542,2.6616,4.2427
Na3SbSe3-mp-1193265,P2_13,0.1542,3.7807,2.0196
In2HgTe4-mp-19765,I-4,0.154,5.9716,1.0161
Li7BiN4-mp-1029517,P-43n,0.1534,4.0125,1.113
SiO2-mp-10851,P6_422,0.1533,2.3715,5.5371
CsCd(NO2)3-mp-6628,R3,0.1532,3.6539,2.4075
H3N-mp-643432,P2_12_12_1,0.1531,0.9992,4.4579
BPO4-mp-11653,P3_121,0.153,2.9256,6.9984
LiFeSiO4-mp-758977,P2_12_12_1,0.1527,3.3403,1.8731
TeO2-mp-561224,P2_12_12_1,0.1527,5.6155,2.913
KGeNO-mp-6955,Pca2_1,0.1524,3.7381,2.694
Sr2ZnSi2O7-mp-1191240,P-42_1m,0.1519,3.9512,3.9333
NbFeO4-mp-754222,P4_322,0.1519,4.3082,2.0282
Li2GeF6-mp-5368,P321,0.1518,3.351,6.0618
Ba2CaSi4(BO7)2-mp-1019518,I-42m,0.1515,3.5116,4.8767
FeP4-mp-568328,C222_1,0.1514,4.2053,0.903
Al2CdSe4-mp-3159,I-4,0.1513,4.2572,2.0058
MnZn(FeO2)4-mp-1221602,F-43m,0.1512,4.9863,1.1198
Be3Cd4Si3TeO12-mp-17167,P-43n,0.1511,4.4651,2.8787
RbP(HO2)2-mp-23667,Fdd2,0.1509,2.7098,5.237
Ag2H2IOF-mp-690687,P2_1,0.1508,5.0442,1.4591
ZnS-mp-554405,R3m,0.1507,3.9965,2.1299
Fe3H10S2NO14-mp-40778,R3m,0.1507,2.8159,1.8819
Zn2GeS4-mp-675748,I-42m,0.1507,3.6065,2.3269
Li2MnSiO4-mp-774639,Pna2_1,0.1503,2.9945,2.8828
LiSbS-mp-756006,P1,0.1503,3.6982,0.3704
Sr4Al6WO16-mp-19259,I-43m,0.1501,3.5325,3.5441
S2O5F2-mp-28676,P-42_1c,0.1499,2.0544,5.6111
Li4Mn8O13F3-mp-766808,P1,0.1499,3.8882,0.4701
NaCaSiHO4-mp-634418,P2_1,0.1496,2.6998,4.489
Cr4OF11-mp-755067,P2,0.1494,3.6031,0.7999
KP(HO2)2-mp-604119,P2_12_12_1,0.1493,2.0704,4.9264
MgH8(ClO6)2-mp-989229,C2,0.1492,1.9425,5.2195
Li2MnF5-mp-779165,Pna2_1,0.1491,2.8295,1.4327
P(WO4)2-mp-28000,P2_12_12_1,0.1487,5.4421,1.1592
HfNiSn-mp-924128,F-43m,0.1486,10.3405,0.4347
SiO2-mp-6922,P6_222,0.1482,2.3711,5.5369
BeH2SeO4-mp-757836,P2_12_12_1,0.1481,2.9485,4.7645
H2O-mp-634812,C222_1,0.148,1.2192,5.3311
Li4CoO4-mp-753010,P4_22_12,0.1478,2.6818,0.9941
Al5BO9-mp-3281,Cmc2_1,0.1472,2.8527,5.116
LiMnNbO4-mp-771705,P4_322,0.1472,4.2605,2.595
WN2-mp-754628,Pna2_1,0.1472,4.8899,0.9598
Be3Cd4Si3SeO12-mp-16793,P-43n,0.1469,4.3265,2.8542
ZnCdS2-mp-971712,P-4m2,0.1465,4.3532,1.3686
CdH4(BrO4)2-mp-24509,P2_12_12_1,0.1462,3.4771,3.9705
LiMgB3(H9N)2-mp-866665,P6_3,0.1461,0.9058,6.5113
Ga2HgSe4-mp-4730,I-4,0.1461,5.7147,0.9189
AlP-mp-8880,P6_3mc,0.1459,2.3068,2.0228
Li2SO4-mp-676723,P1,0.1457,2.2119,5.5501
Cd(Ga3Te5)2-mp-36641,C2,0.1455,5.2868,1.0979
RbNO3-mp-5073,P3_1,0.1454,2.927,3.2427
SiC-mp-8062,F-43m,0.1451,3.1704,1.5936
CsNd(PO3)4-mp-17605,P2_1,0.145,3.3264,5.3166
Zn(InSe2)2-mp-22607,I-4,0.1449,5.106,1.4557
MgSiAs2-mp-1016197,I-42d,0.1447,3.4828,1.3028
AlPO4-mp-560151,P6_422,0.1446,2.3186,5.4983
Li4Ga3Si3ClO12-mp-554203,P-43n,0.1446,2.8493,4.4119
KLiMnS2-mp-753940,I-4m2,0.144,2.4995,0.5698
KMgBO3-mp-1191101,P2_13,0.1439,2.462,4.6609
SrAl2O4-mp-5492,P6_3,0.1437,3.4338,4.0564
AlInS3-mp-504482,P6_1,0.1436,3.2413,2.3873
Li3Co3OF7-mp-758755,R3m,0.1436,3.6238,2.637
LiNi4(PO4)3-mp-26511,I-42d,0.1436,4.3533,3.657
BaCaI4-mp-753775,Pmm2,0.1435,4.2623,2.8006
Si3N4-mp-2245,P31c,0.1434,3.1172,4.658
Mn4Be3Si3SO12-mp-19314,P-43n,0.1433,3.1253,3.1087
ZnS-mp-555763,R3m,0.1432,3.9975,2.0615
B2PdO4-mp-540900,I-42d,0.1428,4.7666,0.8761
Na4SnS4-mp-29628,P-42_1c,0.1422,2.5553,2.0781
Rb2ZnCl4-mp-616185,Pna2_1,0.1417,2.7915,4.4708
Ca4Mg4Fe3H22-mp-644264,P-43m,0.1416,2.4856,1.4456
BeSiN2-mp-15704,I-42d,0.1414,3.1929,3.5618
BeSiP2-mp-1009085,I-42d,0.1413,2.4436,1.1502
Ni(PS3)2-mp-769218,C2,0.1411,2.6352,0.3245
K2CdSnSe4-mp-1079645,I-42m,0.1401,4.2771,2.1301
K2Hg3(GeSe4)2-mp-17307,Aea2,0.1401,5.0863,1.0497
SiO2-mp-554151,I-4,0.14,2.0566,5.7147
K4PH5S3O16-mp-677192,P1,0.1395,2.2329,5.2584
Co4B6O13-mp-19343,I-43m,0.1393,3.9352,3.0066
K3NiO2-mp-505153,P4_12_12,0.139,2.6421,1.8229
CaP-mp-1345,P-62m,0.139,2.4336,0.6971
GaAgTe2-mp-4899,I-42d,0.1385,5.661,0.1926
LaH6(ClO3)3-mp-554650,P-62c,0.1385,2.7204,2.6422
K6CdO4-mp-17161,P6_3mc,0.1383,2.9985,1.5868
CaGaH5-mp-1213976,P2_1,0.1382,1.9737,4.1832
ZrSnPd-mp-961687,F-43m,0.1382,7.9955,0.1828
BaS3-mp-556296,P2_12_12,0.1381,3.4837,1.1839
Co(SiP)3-mp-29187,P2_1,0.1381,3.6097,1.3474
FePO4-mp-753756,Pna2_1,0.138,2.3895,2.7501
SiO2-mp-555891,P2_1,0.1378,1.9927,5.3969
K6MgO4-mp-12171,P6_3mc,0.1376,2.4989,1.6783
AlCuS2-mp-4979,I-42d,0.1374,3.436,1.6756
LiGaSe2-mp-11582,Pna2_1,0.1373,4.0143,2.068
NiP2O7-mp-26232,C2,0.1373,3.1151,0.0015
Lu2(CN2)3-mp-568116,R32,0.1372,4.6344,3.7614
Ga2TeSe2-mp-28423,I4_1md,0.1371,4.6439,1.9166
Cs2Ti(PO4)2-mp-14864,P2_12_12_1,0.137,3.413,3.4477
CsPr(PO3)4-mp-17770,P2_1,0.137,3.2704,5.3076
Na3AsS3-mp-5830,P2_13,0.1367,2.4775,2.5478
P4WO12-mp-757191,P2_1,0.1365,3.1062,3.2428
Ca2Ga2Si(HO4)2-mp-760729,I-4,0.1361,3.4001,3.7744
CuI-mp-22895,F-43m,0.1357,5.7539,1.1763
GeSe2-mp-10074,I-42d,0.1356,4.306,1.6631
PNO-mp-760506,Cc,0.1355,2.7688,3.9857
TaTl(GeO3)3-mp-540634,P-6c2,0.1355,5.4745,3.696
Cs2CoSiO4-mp-542168,Cmc2_1,0.1354,4.4482,2.8661
SrH2(CO2)2-mp-556478,P2_12_12_1,0.1353,2.5795,4.6952
V(PO3)3-mp-20435,Cc,0.1349,2.8147,2.2645
GaCuTe2-mp-3839,I-42d,0.1348,5.7303,0.5549
Cs2Li3F5-mp-560088,Amm2,0.1347,3.7075,5.6212
LiZnPO4-mp-559934,Pna2_1,0.1344,3.2023,4.1304
KCa(PO3)3-mp-11625,P-6c2,0.1339,2.4101,5.0534
Li2CaHfF8-mp-16577,I-4,0.1338,4.4903,7.0392
ZnCl2-mp-22889,Pna2_1,0.1338,2.6754,0.0406
ScTeRh-mp-1100405,F-43m,0.1336,7.2478,0.4865
Cr4OF11-mp-763985,P1,0.1333,3.591,0.8557
InSe-mp-22691,R3m,0.1331,4.9442,0.8635
SiO2-mp-557244,I2_12_12_1,0.133,2.5954,5.19
SiS2-mp-7583,I-42d,0.133,2.2042,3.3392
RbSrCO3F-mp-867261,P-6m2,0.1326,3.4391,4.1334
NaLiZnP2O7-mp-676483,C222_1,0.1325,2.9128,4.2379
TiNi4GeO8-mp-1216682,F-43m,0.1323,5.4823,2.3893
BaLaGaO4-mp-541280,P2_12_12_1,0.1322,6.1763,3.9601
GeS2-mp-542613,Fdd2,0.1321,2.7409,2.2569
Cd(InTe2)2-mp-21374,I-4,0.1319,5.4193,1.2796
LiCdPO4-mp-556786,Pna2_1,0.1318,4.1969,3.2207
BeSiAs2-mp-1009087,I-42d,0.1315,4.0041,1.0226
LiTiPCO7-mp-25418,P2_1,0.1314,2.2539,2.8245
HgSe-mp-820,F-43m,0.131,7.5176,0.1236
SiC-mp-568619,P3m1,0.131,3.1704,1.8735
Rb3Sm(PS4)2-mp-17894,P2_1,0.1307,2.9858,2.4571
Li4Ga3Si3BrO12-mp-556649,P-43n,0.1307,3.0398,3.9512
V(PO3)4-mp-32509,P2_1,0.1305,2.4358,1.7604
Li4Mn3P3O12F-mp-759107,P-43n,0.1303,2.6803,3.5861
H4BrN-mp-36248,P-43m,0.1301,2.4273,4.0523
Al(MoS2)4-mp-554868,R3m,0.1301,4.6808,0.1277
Ga2CoS4-mp-4152,I-4,0.1296,3.6843,0.3848
H2S-mp-721582,P4_2,0.1294,1.1344,4.0299
ZnS-mp-555410,R3m,0.1293,4.0104,2.064
SiO2-mp-556994,P1,0.129,2.2404,5.3836
Be3Cd4Si3SO12-mp-17493,P-43n,0.1288,4.1559,0.8172
ScNiSb-mp-3432,F-43m,0.1288,6.5614,0.3161
CuI-mp-569346,P6_3mc,0.1288,5.7468,1.212
ZnGeP2-mp-4524,I-42d,0.1288,4.0439,1.2026
Mo3H24C8S13N2-mp-40157,P31m,0.1288,1.881,1.2825
Cu2HgI4-mp-23353,I-42m,0.1287,5.7236,0.8462
GaN-mp-830,F-43m,0.1286,5.9214,1.9046
Na2PH11O8-mp-720570,Pmn2_1,0.1283,1.6684,5.2565
BaZnSiO4-mp-561305,P6_3,0.1277,4.4931,3.5871
Cs3BiO3-mp-29505,P2_13,0.1277,5.1677,3.1348
Li3P7-mp-28336,P2_12_12_1,0.1273,1.9826,1.7925
Na5SbO5-mp-759876,C2,0.1272,3.5163,1.6694
BaNaBi-mp-31235,P-62m,0.1267,5.3793,0.2356
Tb2Ti2O7-mp-769953,P4_12_12,0.1262,5.5743,3.902
BaLaMgBiO6-mp-41414,F-43m,0.1258,7.0441,1.2832
RbPH3O4F-mp-761252,Pna2_1,0.1258,2.5988,5.7169
CdGeP2-mp-3668,I-42d,0.1254,4.4282,0.6477
Nd(PO3)3-mp-7264,C222_1,0.1249,3.5002,5.4873
Sn(PS3)2-mp-36381,R3,0.1243,2.7404,1.3748
H5CNO2-mp-555229,Pc,0.1243,1.2376,5.041
VOF-mp-753200,P2_12_12_1,0.1241,4.5035,1.9998
Li15Cr2N9-mp-530262,Pna2_1,0.1239,2.2644,1.3186
Li4Fe3P3O12F-mp-759070,P-43n,0.1236,2.748,3.7291
Na2GeF6-mp-17297,P321,0.1235,3.0244,5.7876
Ba(PO3)2-mp-27457,P2_12_12_1,0.1234,3.6877,5.2784
Rb2PH3SeO8-mp-753854,Pc,0.1234,2.9089,4.099
CoAsS-mp-16363,P2_13,0.1232,6.3293,0.884
Cs2Zr(AgTe2)2-mp-1078823,C222,0.1223,5.1869,1.5455
GeF4-mp-9816,I-43m,0.1223,2.724,5.6825
Ba(InTe2)2-mp-33985,I422,0.1221,5.3178,1.3432
LiNbZnO4-mp-18037,P4_322,0.1216,4.7,2.7779
Cr(PO3)3-mp-26910,P-6c2,0.1216,2.6469,3.2095
ZnS-mp-10281,P6_3mc,0.1214,3.9951,2.0471
GeS2-mp-7582,I-42d,0.1213,2.9822,2.599
SbTeRh-mp-1219458,P2_13,0.1212,8.5797,0.5867
Li6PS5Cl-mp-985592,F-43m,0.1212,1.6412,2.1394
Al2HgTe4-mp-7910,I-4,0.1209,5.3715,1.3954
ErAgSe2-mp-4044,P2_12_12_1,0.1208,7.2246,1.6953
LiVF4-mp-755244,I4_1md,0.1207,3.2263,2.1951
Cu3TeS3Cl-mp-557510,R3m,0.1206,4.5836,0.8727
Pr(PO3)3-mp-30957,C222_1,0.1205,3.4261,5.4854
CuI-mp-673245,Pc,0.1201,5.673,1.1462
La2ZnGa2S6O-mp-18129,P-42_1m,0.12,4.2282,2.5886
BeO-mp-1778,F-43m,0.1197,2.9707,6.9752
Ba2MgSi2O7-mp-9338,P-42_1m,0.1193,4.0952,4.4702
ZnTe-mp-2176,F-43m,0.1193,5.4188,1.0782
BaLaTaMnO6-mp-41283,F-43m,0.1188,7.1848,1.0457
Sr4I6O-mp-29910,P6_3mc,0.1187,4.6734,3.5855
BaAg(PO3)3-mp-10070,P2_12_12_1,0.1186,3.7389,3.1968
BeGeP2-mp-1013527,I-42d,0.1178,3.349,0.9116
AsIrSe-mp-1228810,P2_13,0.1178,10.5352,1.4914
Al(HO)3-mp-985293,P2_12_12_1,0.1171,2.7401,5.8122
Ga3BN4-mp-1019743,P-43m,0.1169,5.723,2.9833
K2S5-mp-17146,P2_12_12_1,0.1167,1.9375,1.9476
ZnSiP2-mp-4763,I-42d,0.1163,3.3332,1.3641
Ag2S-mp-32669,Cmc2_1,0.1162,6.4228,1.3544
SrCu2GeS4-mp-18685,P3_221,0.1159,4.0872,1.0574
Cd(PO3)2-mp-557614,P2_12_12_1,0.1158,3.6128,3.7247
BaAg2SnS4-mp-555166,I222,0.1156,4.7892,0.4918
Mn(SbO3)2-mp-22576,P321,0.1153,5.8949,0.5226
H7NO6-mp-626066,P2_12_12_1,0.1152,1.4866,3.0306
SbTeIr-mp-1102430,P2_13,0.1151,10.7297,0.9669
K2CdPb-mp-504498,Ama2,0.1149,4.0727,0.0295
H5NO-mp-625924,P2_12_12_1,0.1148,0.9024,4.7576
SiO2-mp-16964,Cmc2_1,0.1147,1.8802,5.6815
VOF-mp-754589,P4_12_12,0.1146,4.0963,1.6658
Cu2SnHgSe4-mp-16566,I-42m,0.1143,6.1979,0.0589
AsRhSe-mp-1228724,P2_13,0.1142,7.8457,0.9561
Ca4Cl6O-mp-23326,P6_3mc,0.1139,2.5812,5.2422
Li6PS5Br-mp-985591,F-43m,0.1136,1.8988,2.1315
Er2Ge2O7-mp-13643,P4_12_12,0.1134,6.7831,3.7279
CsLi2I3-mp-569055,P-4m2,0.1134,3.7232,4.4204
LiH6ClO7-mp-23797,P6_3mc,0.1133,1.8366,5.3129
LiCoSiO4-mp-758703,Pna2_1,0.1131,3.1124,1.4133
YGaO3-mp-17853,P6_3cm,0.1122,5.386,2.9043
Na2SiF6-mp-3775,P321,0.112,2.5995,6.997
Li4TiS4-mp-867699,I-42m,0.1119,1.786,2.4743
NaAlSiO4-mp-8351,P2_13,0.1117,2.3128,4.4914
LiMn4(PO4)3-mp-585189,I-42d,0.1115,3.7196,3.0728
LiFeSiO4-mp-757447,P2_13,0.1113,2.6704,3.1542
B3H5-mp-29721,Cmc2_1,0.1113,0.7626,3.8757
RbCr5S8-mp-1539137,Cm,0.1112,3.8425,0.3523
ZnCl2-mp-22909,I-42d,0.1111,2.7553,4.057
Cd(GaSe2)2-mp-3772,I-4,0.1106,4.9689,1.3487
AsIrS-mp-1228823,P2_13,0.1102,9.9224,1.8646
LiGaSi-mp-11390,F-43m,0.1101,3.4108,0.1975
ZnS-mp-9946,P6_3mc,0.11,3.9959,2.0349
Ag2Se-mp-754954,P2_12_12_1,0.11,7.2594,0.3224
LiAlSiO4-mp-6327,P6_422,0.11,2.2606,4.809
FeTeCl7-mp-540997,P1,0.1094,2.4407,1.2736
CoHgC4(SeN)4-mp-12422,I-4,0.1089,3.3136,0.7831
Ba(GaTe2)2-mp-38117,I422,0.1089,5.142,1.0688
K3SbO3-mp-17250,P2_13,0.1088,3.0719,3.3188
Rb2LiVO4-mp-19123,Cmc2_1,0.1086,3.3888,3.9693
LiH6BrO7-mp-23985,P6_3mc,0.1085,2.2106,3.123
LaTa7O19-mp-14485,P-6c2,0.1084,8.1767,3.124
As2SO6-mp-27230,P2_12_12,0.1082,3.2317,4.4432
BeF2-mp-558118,P6_222,0.1082,2.0749,8.0901
LiFeSiO4-mp-762644,P6_422,0.1081,2.509,3.0831
VCu3S4-mp-3762,P-43m,0.1079,3.8814,1.2083
SrGeTeO6-mp-10341,P312,0.1079,5.0529,2.9719
Ag3Ge5P6-mp-17862,I-43m,0.1078,5.0889,0.5766
LiHSeO3-mp-23843,P2_12_12_1,0.1075,2.8409,4.3316
BeGeAs2-mp-1009088,I-42d,0.1072,4.73,0.6601
RbV3(SeO6)2-mp-16917,P6_3,0.1071,3.6292,2.333
ZnTeMoO6-mp-558830,P2_12_12,0.1069,5.086,3.1571
Ga2HgTe4-mp-16337,I-4,0.1066,5.9792,1.1189
AsRhS-mp-1228745,P2_13,0.1066,6.9577,1.2477
Na2PdSe2-mp-1078751,Cmc2_1,0.1063,4.4396,0.8081
H3AuC2NCl-mp-569084,P2_1,0.1058,3.3402,3.8429
AlSb-mp-1018100,P6_3mc,0.1057,4.0796,0.9121
ZnS-mp-556005,P3m1,0.1057,3.9956,2.0389
K2HS2NO6-mp-679406,Pc,0.1055,1.98,4.5371
Rb2Se5-mp-620372,P2_12_12_1,0.1054,3.8634,0.8371
KSrVO4-mp-556966,P2_12_12_1,0.1054,3.5468,3.8464
ZrSbRh-mp-1100415,F-43m,0.1053,8.2323,1.1826
Tm2Ge2O7-mp-14708,P4_12_12,0.1052,6.9078,3.7188
LiCo(CO)4-mp-18939,P-43m,0.1051,1.658,4.0997
SiO2-mp-972808,P2_1,0.1049,2.1434,5.5678
H2O-mp-557082,P2_1,0.1047,1.3377,5.4662
RbGa3-mp-31493,I-4m2,0.1036,4.6774,0.6214
SbSO4F3-mp-769377,P2_12_12_1,0.1034,2.8481,1.8163
AgH4WS4N-mp-643431,I-4,0.1033,3.6973,1.8005
Zn(InTe2)2-mp-20832,I-4,0.1032,5.4392,1.2763
SeF4-mp-29172,P2_12_12_1,0.1028,2.9863,4.1432
InGeCl3-mp-998569,R3c,0.1028,2.8443,3.2936
FeTeBr7-mp-540998,P1,0.1026,3.6235,1.0711
LiBH4-mp-644223,P6_3mc,0.1023,0.7125,6.7571
CuI-mp-32750,R3m,0.1023,5.6751,1.2487
BiTeIr-mp-1227372,P2_13,0.1023,12.117,0.4737
SiO2-mp-557881,Cm,0.1021,1.7234,5.5233
VBO4-mp-754594,I-4,0.1019,2.386,2.9644
LiMgAlF6-mp-1193222,P321,0.1019,3.0253,7.587
Lu2Ge2O7-mp-8346,P4_12_12,0.1018,7.1767,4.1234
ZnS-mp-13456,R3m,0.1018,3.9959,2.0983
Li4CO4-mp-550798,C2,0.1017,1.1894,2.9837
Zn(GaS2)2-mp-5350,I-4,0.1015,3.6536,2.2765
AlInSe3-mp-862787,P6_1,0.1014,4.5335,1.6053
Cs3SbS3-mp-1193894,P2_13,0.1012,3.5571,2.654
K3SbS3-mp-1194266,P2_13,0.1008,2.515,2.7125
KH8N3-mp-974267,C222_1,0.1007,1.3296,2.8729
Na4SnSe4-mp-28768,P-42_1c,0.1006,3.465,1.4647
LiMnPO4-mp-867619,P6_222,0.1002,2.3785,3.1031
Ni(HO)2-mp-626843,C2,0.1001,2.3391,1.87
LiTeHO4-mp-760684,P2_1,0.1,4.2687,1.4912
Na2PdS2-mp-10223,Cmc2_1,0.0996,3.4927,1.175
Na4P2H4CO9-mp-696155,P-4,0.0995,2.1983,2.1538
HgC2(SN)2-mp-610992,C2,0.0995,3.5597,2.2496
RbS-mp-9062,P-62m,0.0993,2.7143,1.5781
RbB3O5-mp-561055,P2_12_12_1,0.0993,2.7563,5.3578
CaZnAsHO5-mp-24018,P2_12_12_1,0.0992,4.1355,2.6374
LiRe(OF2)2-mp-554108,P-42_1m,0.099,4.7128,3.1539
Y2Ge2O7-mp-13546,P4_32_12,0.0989,4.8564,3.772
InP-mp-20351,F-43m,0.0988,4.5816,0.4664
PI3-mp-27529,P6_3,0.0987,3.3597,2.3551
AlPO4-mp-37990,F-43m,0.0986,1.5225,5.4564
PIrS-mp-1220004,P2_13,0.0984,9.1862,1.8622
ZnS-mp-561118,P6_3mc,0.0984,3.9975,2.0323
LiInSe2-mp-20187,I-42d,0.0983,4.2628,1.9459
TiO2-mp-553432,P3_121,0.0982,2.3772,3.421
AlSb-mp-2624,F-43m,0.0982,4.0784,1.2605
KGa3-mp-181,I-4m2,0.0973,4.0872,0.6231
